DIA;TEMP;H.R.;INT VIENTO (km/h);PREC;FFMC;DMC;DC;ISI ;BUI;FWI
20090914;19;88;9;0;80,9049448;4,940538774;46,29839463;1,973782554;7,800171245;1,236592935
20090915;23;75;8;0;82,51219994;5,933326224;50,14239463;2,271755177;9,15761241;1,966587461
20090916;21;78;8;0;82,55908532;6,73447686;53,62639463;2,285102017;10,25070836;2,182056524
20090917;13;100;16;10;18,71830354;2,945377047;40,15142544;0,000176322;4,977856057;7,57021E-05
20090918;13;95;13;17;10,15076755;0,918822466;15,18396151;2,75534E-06;1,596173085;8,02861E-07
20090919;15;72;18;0;44,78707182;1,66164169;17,58796151;0,197047626;2,6883269;0,066862951
20090920;18;47;10;0;73,53469526;3,329689384;20,53196151;1,178882156;4,738329363;0,495568298
20090921;20;51;18;0;84,29165109;5,033329126;23,83596151;4,738943424;6,588500655;4,110344327
20090922;20;71;8;0;84,33912395;6,041605708;27,13996151;2,881791675;7,762950496;2,472724187
20090923;13;86;6;3,5;51,02302275;3,824837577;25,75425619;0,250613118;5,578483987;0,11314717
20090924;15;59;2;0;67,5753345;4,912537155;28,15825619;0,640195497;6,84123893;0,317932979
20090925;18;63;18;0;79,88204975;6,077023281;31,10225619;2,782050758;8,165456;2,439744062
20090926;23;61;6;0;84,22435065;7,625771703;34,94625619;2,565622114;9,868127738;2,503123459
20090927;15;91;9;0;80,09191253;7,864535025;37,35025619;1,806844031;10,30465485;1,437547302
20090928;12;50;10;1;79,95656206;8,943830925;39,21425619;1,873568679;11,39203643;1,731152818
20090929;13;45;6;0;84,5294379;10,22168432;41,25825619;2,673524881;12,6242568;3,153533894
20090930;15;58;13;0;85,02052053;11,33591315;43,66225619;4,068013662;13,74826465;5,274642284
20091001;15;79;2;0;83,49920105;11,97627455;47,31625619;1,905037679;14,66981364;2,255370978
20091002;18;56;0;0;84,77417753;13,56799215;51,51025619;2,043047563;16,36167193;2,72285838
20091003;21;59;8;0;85,6806521;15,28414555;56,24425619;3,465134191;18,20229434;5,320610007
20091004;24;56;19;0;86,80396025;17,37587915;61,51825619;7,065369903;20,36879996;10,75266337
20091005;27;74;6;0;85,92696879;18,75963555;67,33225619;3,242855293;22,11527118;5,625976315
20091006;20;72;19;0;85,20355564;19,87861075;71,88625619;5,644412306;23,50659969;9,626623253
20091007;16;40;8;0;87,58849273;21,82185475;75,72025619;4,53964099;25,36722761;8,33160437
20091008;17;62;14;0;86,67333352;23,12454795;79,73425619;5,391212899;26,81028373;9,957558991
